service,rps,avg,0.50,0.90,0.95,0.99
adservice,25.783333333333335,9.421590174531351,2.0,18.0,23.73,59.0
cartservice,1.7633333333333334,1963.0737240075614,1061.0,4429.200000000001,6838.94999999999,10222.260000000007
checkoutservice,7.976666666666667,467585.1579607188,192741.33333333334,490863.5000000001,960123.4499999998,15450630.480000012
currencyservice,93.16666666666667,322.13305903398924,178.30686886708295,638.3670408163264,1058.7165178571431,2456.388095238095
emailservice,7.003333333333333,427.7310804378867,201.11111111111111,906.8000000000006,1548.1499999999987,4020.039999999979
frontend,102.72333333333333,234022.38319758576,209543.26106770834,429339.71474338014,507779.44999999995,730193.8968749975
paymentservice,6.903333333333333,733.8619024625784,472.3333333333333,1308.2000000000007,1873.9499999999998,3933.329999999999
productcatalogservice,350.4166666666667,0.8038525564803805,0.0,1.0,1.0,3.0
recommendationservice,71.24,10036.654688377315,4427.002754820937,15621.720099255575,66008.17346938772,79754.86399999997
redis
shippingservice,26.493333333333332,491.6735027679919,119.38888888888887,1191.981632653061,2118.6439999999957,5749.249999999979
get,0.9833333333333333,2269.576271186441,1486.0,4950.0,7311.5,10706.750000000007
set,0.78,1576.6709401709402,558.0,2946.7,4969.799999999994,9143.279999999995
total,100.12,444.11ms,311.04ms,565.76ms,5.81s
