,Unnamed: 0,service,rps,avg,0.50,0.75,0.90,0.99,0.95
0,0,adservice,41.55,10.447733654231849,7.0,14.0,20.0,54.744444444444525,26.081249999999955
1,1,cartservice,1.7533333333333334,1168.8250950570343,493.0,1134.0,2550.8000000000006,8200.240000000002,3703.949999999998
2,2,checkoutservice,7.973333333333334,149993.04807692306,111317.05555555556,198637.44444444447,299694.0,566751.2599999999,389617.0
3,3,currencyservice,96.09,397.59530995247513,182.09547920433997,328.93968253968245,590.1015931372548,2239.8196405228746,954.4482142857134
4,4,emailservice,7.026666666666666,403.22865275142317,203.5,391.0,820.7,3070.740000000007,1269.699999999999
5,5,frontend,102.68333333333334,247695.9665638695,206093.43576388888,402504.986317668,595230.009578544,895118.7953571432,695539.8272108843
6,6,paymentservice,7.136666666666667,725.9588977113499,474.1111111111111,746.3125,1316.625,3840.4200000000055,1851.2
7,7,productcatalogservice,356.96,0.9942010309278351,0.0,1.0,1.0,3.0,1.0
8,8,recommendationservice,73.23333333333333,33085.12844788348,7446.1391184573,83191.02575250836,94537.40000000002,113396.2027777775,98807.1511111111
9,9,redis,,,,,,,0.0
10,10,shippingservice,23.843333333333334,325.41782178217824,104.94444444444446,306.87,705.2959183673471,3375.849999999994,1215.2
11,11,get,1.0066666666666666,1164.708609271523,511.5,1318.0,3016.300000000001,8242.480000000003,3975.0499999999897
12,12,set,0.7466666666666667,1174.375,463.5,1024.0,1983.5,7356.259999999987,3417.7
13,13,total,100.0,335.10ms,294.91ms,503.04ms,699.90ms,1.08s,0.0
