,service,rps,avg,0.50,0.75,0.90,0.99,0.95
0,adservice,30.59,9.57774871962515,2.0,12.0,17.0,59.05749999999989,23.0
1,cartservice,1.7533333333333334,1612.8536121673003,941.0,2163.0,3714.7000000000007,8547.6,5078.799999999998
2,checkoutservice,7.936666666666666,171402.19697606048,124895.0,216115.0,310068.225,696418.53,406857.6
3,currencyservice,93.67,326.2851499946621,176.93514412416854,327.71527777777777,602.2255284552848,2189.2909374999954,968.7467105263157
4,emailservice,6.99,456.0343347639485,197.0,406.875,980.3999999999999,3750.550000000027,1762.7999999999988
5,frontend,102.94666666666669,173658.2065794586,163141.21822704657,288380.9018433181,364323.6423342177,514774.32177777775,417819.6775510204
6,paymentservice,6.923333333333333,705.7611940298508,489.3333333333333,754.0625,1261.3999999999996,3627.6800000000003,2021.199999999999
7,productcatalogservice,209.28666666666663,0.8274137546586818,0.0,1.0,1.0,3.0,1.0
8,recommendationservice,73.11666666666666,21554.710918623205,6654.440710884082,19029.058610400687,79559.60687134504,102953.81111111118,87789.2142857143
9,redis,,,,,,,0.0
10,shippingservice,26.87333333333333,504.3394939221037,146.80555555555554,470.525,1309.7571428571428,4965.690000000002,2271.9319999999975
11,get,1.0033333333333334,1891.6312292358805,1231.0,2705.5,4423.6,8733.220000000003,5606.4
12,set,0.75,1239.911111111111,692.0,1431.5,2761.0,7180.5,3829.1999999999975
13,total,100.12,250.06ms,241.92ms,342.78ms,446.46ms,673.79ms,0.0
