service,rps,avg,0.50,0.90,0.95,0.99
adservice,38.57,22.897243107769423,7.0,19.0,25.0,61.64499999999953
cartservice,1.7466666666666666,1618.4465648854962,836.5,3439.2000000000016,4818.599999999999,8497.919999999998
checkoutservice,7.963333333333333,178483.02971954792,127408.66666666667,314605.5749999999,412689.8999999999,901142.1300000008
currencyservice,92.95333333333333,308.122964928638,171.2966432474629,587.2781662781665,968.3206288967186,2271.631999999999
emailservice,7.083333333333333,501.52941176470586,197.0,954.3333333333334,1562.75,3464.0
frontend,102.96333333333334,186701.5372462689,165417.71633522725,407496.81521997624,500151.55850340123,722195.9852450984
paymentservice,7.05,717.0917257683216,479.3333333333333,1361.0,1966.25,3997.899999999997
productcatalogservice,209.13333333333333,0.8783072999681224,0.0,1.0,2.0,3.0
recommendationservice,73.17666666666666,27572.43506582244,7506.2530276816615,87435.92637571158,94309.35860805858,108410.70166666678
redis
shippingservice,26.903333333333332,430.04138272828646,119.51041666666667,974.1755102040819,1718.8719999999994,4662.9625
get,0.99,1768.148148148148,1260.0,3713.6,5077.749999999997,8536.259999999997
set,0.7566666666666667,1422.5814977973569,504.0,2486.6000000000004,3964.34999999998,7775.339999999985
total,100.12,269.66ms,247.29ms,530.43ms,873.47ms
