service,rps,avg,0.50,0.90,0.95,0.99
adservice,34.593333333333334,14.582482173829254,3.0,17.0,23.0,50.804999999999836
cartservice,1.6433333333333333,2186.4969574036513,807.0,3432.9999999999995,4162.65,25024.57999999987
checkoutservice,7.933333333333334,298575.3819327731,206538.38888888888,589144.5,707476.0,1998303.6
currencyservice,93.34666666666666,402.5815954863591,173.76725146198822,657.9173099415209,1074.2970588235291,2683.7380219780166
emailservice,7.073333333333333,407.39773798303486,213.88888888888889,898.1999999999998,1393.7999999999997,2861.280000000015
frontend,102.68666666666667,231598.0780367461,212371.37550904974,503232.4048751486,596557.0893927126,922954.2266666652
paymentservice,7.133333333333334,778.9733644859813,506.6666666666667,1525.0,2144.0,4080.1999999999925
productcatalogservice,281.6166666666667,0.9001716280996627,0.0,1.0,1.0,3.0
recommendationservice,73.29,35618.78405421385,8822.79900744417,96434.34900000002,105159.74564814812,188842.60751515158
redis
shippingservice,26.726666666666667,710.9864055874283,129.96527777777777,1185.1326530612241,2179.4799999999987,7061.794999999975
get,0.99,2700.2727272727275,1003.0,3683.0,4345.25,43363.08999999947
set,0.6533333333333333,1407.969387755102,569.0,1944.4,3548.5,13408.099999999984
total,100.15,313.98ms,299.77ms,602.11ms,1.20s
