service,rps,avg,0.50,0.90,0.95,0.99
adservice,26.606666666666666,9.878727136056126,2.0,18.0,25.0,63.38500000000022
cartservice,1.4433333333333334,1947.7066974595843,1308.0,4341.0,5135.4,9939.750000000004
checkoutservice,7.923333333333333,811046.1266302061,689282.7777777779,1696547.5,2008632.95,2576105.7300000014
currencyservice,89.56,574.2788819413429,189.5352055352055,778.5593457556938,1285.6429065743937,3141.784285714284
emailservice,6.7,514.671144278607,225.88888888888889,1216.0,2003.0,4115.200000000003
frontend,102.39666666666666,494829.41668023047,497718.49001736124,926732.764549673,1198715.4597368422,2002774.7287500007
paymentservice,7.17,919.4225941422594,564.8888888888889,1821.525,2724.95,5360.869999999975
productcatalogservice,354.42333333333335,0.9701675021396259,0.0,1.0,1.0,3.0
recommendationservice,69.42,37445.99697493518,9201.156394009216,96315.17612745098,102780.37485714286,184428.95733333344
redis
shippingservice,26.636666666666667,618.8633462645477,150.96180555555554,1531.4857142857156,2660.577999999999,6589.195000000005
get,0.98,2049.4353741496598,1454.5,4369.4000000000015,5105.800000000001,11892.120000000006
set,0.4633333333333333,1732.5395683453237,968.0,4201.800000000001,5270.999999999996,9444.529999999992
total,99.69,670.54ms,617.98ms,1.24s,2.21s
