service,rps,avg,0.50,0.90,0.95,0.99
adservice,19.66,10.03204476093591,2.0,18.0,25.0,83.03999999999905
cartservice,1.98,1471.644781144781,752.5,3395.8,4682.7999999999965,10581.639999999952
checkoutservice,7.76,183025.02233676976,113552.72222222223,324300.40000000014,502816.69999999995,1716663.3999999992
currencyservice,94.26333333333334,562.7895965203861,178.0290505432215,747.6468809073729,1274.4894230769228,3468.359531249995
emailservice,6.6066666666666665,418.0282542885974,193.0,674.3,1047.0,2623.520000000001
frontend,101.42333333333333,923653.642652907,1014208.5626980534,1513184.0284438778,1754361.5961844132,2293462.0128395054
paymentservice,6.886666666666667,575.5072604065828,431.9444444444444,858.8000000000002,1245.5999999999995,3180.0399999999977
productcatalogservice,352.69,1.2983167465290577,0.0,1.0,1.0,3.0
recommendationservice,69.61,29859.07628214337,7038.67578125,91984.04541353384,96564.13386243384,105605.1733333333
redis
shippingservice,26.426666666666666,390.4506811301715,97.80555555555556,902.5040816326529,1713.0359999999994,4302.690000000002
get,0.9966666666666667,2064.792642140468,1331.0,4366.2000000000035,5436.100000000001,12401.529999999988
set,0.9833333333333333,870.4542372881356,447.0,1887.0,2999.75,5955.900000000005
total,98.75,4.02s,2.93s,8.60s,17.04s
