service,rps,avg,0.50,0.90,0.95,0.99
adservice,29.69333333333333,10.601706331387517,3.0,19.0,25.0,62.73000000000002
cartservice,1.76,1598.092803030303,1101.0,3695.6999999999994,4892.799999999997,6594.600000000005
checkoutservice,7.976666666666667,574948.7496865859,492050.6666666667,1098433.0250000004,1391601.5999999999,2055289.400000011
currencyservice,90.68,827.2887075430084,180.45070422535213,716.7234920634925,1197.0283216783212,4112.40763636362
emailservice,7.023333333333333,523.7859515899383,211.0,1249.9999999999998,2108.45,4095.449999999965
frontend,102.80333333333333,357451.02574494993,316514.7942708334,702858.6361620607,816332.8177443607,1404555.6526562502
paymentservice,7.023333333333333,803.0104413858567,517.0,1603.8,2264.7999999999984,4425.43
productcatalogservice,208.80333333333334,1.1556648201657063,0.0,1.0,2.0,3.0
recommendationservice,72.43333333333334,13086.985780027611,3963.0155279503106,70811.71749226007,80095.04511278197,88371.33333333334
redis
shippingservice,23.473333333333333,564.8789043133366,130.99305555555554,1355.7428571428568,2320.239999999999,5702.2599999999875
get,0.99,1659.3030303030303,1247.0,3556.4000000000024,4578.699999999998,6527.269999999999
set,0.77,1519.3939393939395,909.0,3974.6000000000004,5052.45,6822.37
total,100.07,513.66ms,477.95ms,861.70ms,1.69s
