service,rps,avg,0.50,0.90,0.95,0.99
adservice,39.03666666666667,11.099649901801724,7.0,21.0,27.0,57.0
cartservice,1.7566666666666666,1312.9354838709678,611.0,2601.6,3781.9999999999973,7060.2900000000245
checkoutservice,7.94,201558.01511335012,166112.1111111111,407733.05000000005,496218.6,704570.5999999999
currencyservice,101.72,1054.4401625376852,184.31756214915796,656.0701192424599,1098.4152631578932,10812.12000000008
emailservice,7.0,406.97,200.0,923.5,1497.5,3127.5
frontend,102.64333333333333,491729.5795148248,409018.7288690476,1015859.9080000002,1185680.555022624,1776536.575624999
paymentservice,7.163333333333333,763.4290367612844,490.4444444444445,1480.3500000000004,2066.5999999999995,4823.799999999957
productcatalogservice,258.50333333333333,1.1279287178759785,0.0,1.0,2.0,3.0
recommendationservice,53.25333333333333,46094.27003004507,10775.89493902439,99423.28952380952,103255.57599999997,195396.16999999998
redis
shippingservice,22.893333333333334,332.9013522215068,107.77430555555554,723.7142857142857,1167.23,3094.8000000000175
get,0.9766666666666667,1305.5392491467576,727.0,2769.7999999999997,3725.5999999999995,7012.599999999984
set,0.78,1322.1965811965813,468.5,2539.2,3992.799999999995,8221.91999999997
total,99.92,805.51ms,601.60ms,1.43s,5.21s
