service,rps,avg,0.50,0.90,0.95,0.99
adservice,32.51,9.535630062544858,4.0,19.0,25.0,55.0
cartservice,1.6266666666666667,2902.3360655737706,783.0,3779.499999999999,5941.799999999997,76589.26000000004
checkoutservice,7.986666666666666,934478.8355592655,107458.66666666667,786632.5000000003,5383188.8999999985,20000954.66
currencyservice,86.53666666666666,374.91649011979507,171.83108108108104,572.3227210884355,953.2211029411756,2342.701249999996
emailservice,6.66,614.1116116116116,195.0,990.0,1911.9999999999982,6405.279999999999
frontend,102.89,267027.05679204327,171871.9639756944,510082.9354553492,612410.8940552995,995257.2529047574
paymentservice,6.82,652.9159335288367,450.0,1202.8000000000002,1702.199999999998,3573.879999999999
productcatalogservice,252.23333333333332,1.0438350733447865,0.0,1.0,1.0,3.0
recommendationservice,58.07666666666667,20625.1937668599,5045.849108367626,84495.51466666666,89307.23999999999,98071.8497777778
redis
shippingservice,24.743333333333332,336.2140643944497,100.88429752066114,744.030769230769,1350.359999999997,3682.6274999999923
get,0.8933333333333333,3169.992537313433,1300.5,4815.500000000001,6469.0,68542.79999999986
set,0.7333333333333333,2576.2818181818184,416.0,2473.0,3550.0,80356.70000000004
total,100.04,830.26ms,279.55ms,842.75ms,14.36s
