service,rps,avg,0.50,0.90,0.95,0.99
adservice,23.083333333333332,11.153935018050541,2.0,18.0,25.0,64.875
cartservice,1.7733333333333334,1359.218045112782,862.0,3134.7000000000003,4206.099999999999,7227.1799999999575
checkoutservice,7.92,249282.7622053872,199465.33333333334,601370.35,696510.3,797966.86
currencyservice,82.24666666666667,459.1101564399773,166.88122605363986,615.5874216027879,1031.025252525252,2735.634285714276
emailservice,7.016666666666667,433.2399049881235,204.0,961.0,1574.0,3249.8499999999976
frontend,102.66666666666667,454722.66597402596,496421.19630681816,893856.4037104072,995184.3027777778,1399540.96875
paymentservice,6.906666666666666,720.5738416988416,463.6666666666667,1237.0,1807.1999999999975,3951.920000000023
productcatalogservice,208.05666666666667,0.9207587676434305,0.0,1.0,2.0,3.0
recommendationservice,72.84,24073.282994691563,6011.723288439956,87386.97973244147,91753.9074074074,98927.6333333333
redis
shippingservice,26.773333333333333,430.1501494023904,94.7638888888889,1071.2,1917.6119999999985,4622.940000000004
get,1.0,1642.7833333333333,1145.0,3662.5,4617.0,8013.0
set,0.7733333333333333,992.5387931034483,546.5,2255.500000000001,3289.099999999993,4710.380000000001
total,100.10,663.49ms,628.73ms,1.11s,2.02s
