service,rps,avg,0.50,0.90,0.95,0.99
adservice,24.38,9.432321575061525,3.0,19.0,24.959999999999855,64.32499999999959
cartservice,1.6,2050.0041666666666,1174.5,4503.0,6928.0,12063.9
checkoutservice,7.963333333333333,1244245.6751778987,501154.3333333333,1409823.6749999998,3297345.35,20000552.93
currencyservice,90.14333333333333,322.36112857301333,179.81349206349202,657.8184615384616,1063.859065934065,2490.939999999999
emailservice,6.783333333333333,573.7960687960688,212.0,1331.0,2260.75,5250.3000000000075
frontend,103.00333333333333,314463.9826866444,225615.69043560614,541234.9151038517,703960.988435374,1532123.7865909075
paymentservice,6.796666666666667,807.4722903384012,528.0,1580.8000000000004,2363.8499999999995,4198.619999999995
productcatalogservice,327.8233333333333,0.929931772194373,0.0,1.0,1.0,3.0
recommendationservice,64.78,17445.67345888649,5471.62424740011,73998.3777777778,82082.01286549708,93100.6725925926
redis
shippingservice,25.116666666666667,513.200796284008,133.8181818181818,1325.4081632653065,2310.6499999999996,5074.412499999992
get,0.8866666666666667,2406.8308270676694,1571.5,5170.4000000000015,7510.799999999999,10500.4
set,0.7133333333333334,1606.4719626168223,715.0,3216.0,4941.599999999996,12865.199999999968
total,100.09,924.61ms,342.27ms,1.21s,15.43s
