service,rps,avg,0.50,0.90,0.95,0.99
adservice,30.466666666666665,21.797921225382932,2.0,17.281250000000004,23.0,48.700000000000124
cartservice,1.82,1801.007326007326,841.5,3820.0,5090.399999999999,7498.039999999991
checkoutservice,7.99,676017.4292866082,599500.7777777779,1298586.825,1475017.75,1783344.6500000001
currencyservice,98.45,340.0687997291349,186.99847792998477,656.254457619675,1096.6353846153843,2620.9461538461615
emailservice,7.033333333333333,842.0568720379147,237.55555555555554,1291.5,1890.0,5275.600000000004
frontend,102.90666666666667,188294.1992096398,138298.99999999997,376272.0691666667,509595.03448773414,1217166.1266666658
paymentservice,6.8966666666666665,808.2315128081199,524.0,1642.6000000000001,2390.1,4293.859999999994
productcatalogservice,353.74666666666667,0.9207907730579322,0.0,1.0,1.0,3.0
recommendationservice,70.87,19867.910634495085,7691.782258064517,67367.10750000001,76836.79134615386,90087.65833333333
redis
shippingservice,26.753333333333334,516.8992025915774,145.41666666666666,1252.3102040816336,2236.4879999999994,5437.559999999996
get,1.0033333333333334,1744.029900332226,803.0,3999.4000000000015,4953.599999999998,7587.020000000003
set,0.8166666666666667,1871.0081632653062,975.0,3406.0,5179.75,7532.05000000001
total,100.15,245.67ms,203.90ms,394.75ms,1.42s
