service,rps,avg,0.50,0.90,0.95,0.99
adservice,24.16,25.05987858719647,2.0,17.0,25.0,63.01999999999953
cartservice,1.81,1409.926335174954,844.0,3092.3999999999996,4403.9,7712.540000000006
checkoutservice,7.933333333333334,464738.09117647057,389127.0,986362.0,1204426.5,1517128.0999999994
currencyservice,92.31333333333333,346.18783852097926,184.9782170229931,685.2070774187057,1110.6355417956652,2601.449142857147
emailservice,6.82,531.8631476050831,203.94444444444446,1215.9,2254.7999999999984,5110.44
frontend,102.89333333333333,320905.74177141377,306612.1041666667,602100.4964328181,709973.0888888888,1372680.27695238
paymentservice,6.863333333333333,743.4171928120447,481.0,1484.0,2165.6499999999996,4239.750000000011
productcatalogservice,282.82,0.9600570445277326,0.0,1.0,1.7319148936169853,3.0
recommendationservice,70.14,11604.056838703546,4602.70226177234,24612.65930735921,72224.86649350647,84365.55733333332
redis
shippingservice,26.876666666666665,573.9652734714126,126.44444444444446,1341.3061224489793,2410.373999999999,7495.959999999999
get,0.9866666666666667,1617.706081081081,1087.0,3412.7000000000025,4703.599999999999,8099.280000000015
set,0.8233333333333334,1160.9271255060728,581.0,2665.800000000001,3964.7499999999973,7214.900000000001
total,100.06,467.39ms,449.28ms,764.41ms,1.65s
