service,rps,avg,0.50,0.90,0.95,0.99
adservice,40.36,9.674843078956062,5.0,20.0,26.0,52.0
cartservice,1.7566666666666666,1746.5104364326376,857.0,3955.800000000001,5513.349999999999,9567.210000000001
checkoutservice,7.98,188657.42522974103,112685.77777777777,391749.29999999993,610316.399999999,1098140.6
currencyservice,89.22333333333333,299.58295662569583,176.13265306122452,598.0424377554812,957.3725446428563,2123.4396190476123
emailservice,7.016666666666667,403.85083135391926,203.33333333333334,816.0,1429.0,3202.549999999993
frontend,102.80333333333333,360380.2628319445,312147.95867269987,805475.7122473246,912939.6308390021,1206471.1533333336
paymentservice,7.223333333333334,741.1241347485002,459.0,1193.8249999999998,1752.9000000000005,3522.679999999993
productcatalogservice,206.24666666666667,1.1429679671590651,0.0,1.0,2.0,3.0
recommendationservice,71.22,26779.63376392399,5385.016069788797,90569.66201079624,93719.14948979592,100404.97777777778
redis
shippingservice,26.753333333333334,322.89160229254924,95.20833333333333,693.8959183673475,1156.7519999999997,3536.2099999999964
get,1.0,2430.9,1532.0,5176.0,6896.5,10013.0
set,0.7566666666666667,842.0308370044053,439.0,1910.8000000000002,2762.0499999999997,5593.479999999989
total,99.97,498.67ms,442.88ms,928.77ms,1.45s
