service,rps,avg,0.50,0.90,0.95,0.99
adservice,29.38,20.476855003403674,3.0,19.0,26.0,57.715000000000146
cartservice,1.7866666666666666,1723.3824626865671,1059.0,3702.2000000000003,5338.2,8600.519999999991
checkoutservice,7.966666666666667,354910.7736401674,298067.1111111111,691848.0,807142.0,995664.5999999999
currencyservice,95.73333333333333,319.09080779944287,172.0,613.1526251526252,1015.6736263736265,2397.1095238095218
emailservice,7.05,484.1583924349882,214.0,1124.0,1673.75,4110.499999999986
frontend,102.81666666666666,200445.4484681472,202056.908203125,414761.0098522168,499983.39662189665,749375.5958730119
paymentservice,6.986666666666666,746.4503816793894,501.77777777777777,1444.9,2083.0999999999995,3717.8399999999965
productcatalogservice,357.29,0.9636056611342794,0.0,1.0,1.0,3.0
recommendationservice,73.09,21126.66320062024,6327.742647058823,78287.10710526316,86464.1842692939,99339.84638888888
redis
shippingservice,26.916666666666668,472.488173374613,118.125,1146.9183673469386,2104.1,4971.0625
get,1.0,2057.153333333333,1308.0,4545.0,5655.5,9372.0
set,0.7866666666666666,1299.0974576271187,744.0,2973.500000000001,4170.799999999996,7315.159999999981
total,100.14,276.68ms,243.20ms,503.04ms,1.14s
