service,rps,avg,0.50,0.90,0.95,0.99
adservice,34.64666666666667,15.707042524533385,4.0,17.0,23.0,54.82499999999936
cartservice,1.7966666666666666,2508.4582560296844,963.0,3331.6000000000004,4332.5999999999985,7447.440000000008
checkoutservice,7.973333333333334,428135.4397993311,374458.6666666667,806531.7000000002,984218.4000000001,1116175.96
currencyservice,95.27,332.51754662188165,187.38208071084782,607.8517361111112,996.113636363635,2323.9179687499955
emailservice,7.0633333333333335,613.8513449740443,203.66666666666666,1157.6000000000008,1876.1499999999994,4549.729999999996
frontend,102.89333333333333,168830.13032914346,148898.5702311696,347264.27631578944,472071.6296874996,994379.1276363634
paymentservice,6.863333333333333,787.1063623118018,510.0,1487.2000000000003,2175.3999999999996,4666.820000000009
productcatalogservice,347.66,0.9755795892538687,0.0,1.0,1.0,3.0
recommendationservice,70.47666666666667,17571.72354916521,5725.150596877869,70365.57063711912,80153.63719983718,91647.87066666665
redis
shippingservice,26.39666666666667,464.1675716630888,132.70138888888889,1097.151020408164,1983.9959999999985,5253.05749999999
get,0.99,3463.5420875420878,1069.0,3583.800000000001,4774.749999999995,9281.049999999903
set,0.8066666666666666,1336.309917355372,893.5,3016.500000000002,3721.7999999999965,7186.439999999986
total,100.13,239.75ms,177.54ms,448.26ms,1.27s
