service,rps,avg,0.50,0.90,0.95,0.99
adservice,27.333333333333332,30.917439024390244,2.0,18.0,23.0,61.25
cartservice,1.7833333333333334,1582.392523364486,887.0,3821.0,5781.25,7578.449999999968
checkoutservice,7.983333333333333,193577.72943632567,175075.77777777778,394350.625,487065.0,603116.4
currencyservice,95.70333333333333,322.5340113545331,181.18379281537176,609.5953431372552,984.8256410256398,2254.2967346938767
emailservice,6.73,436.7404655770183,192.88888888888889,996.6000000000001,1492.7499999999989,3553.8699999999794
frontend,102.89666666666666,173903.37905341928,168099.2007997374,362168.8707330318,415053.43638996134,522425.0130476197
paymentservice,6.95,680.7486810551559,479.0,1303.0,1766.25,3221.150000000012
productcatalogservice,358.31666666666666,0.8491185636541234,0.0,1.0,1.0,2.0
recommendationservice,69.8,20113.876026743077,6827.275390625,74033.90000000001,83975.806122449,98623.54444444437
redis
shippingservice,27.023333333333333,431.3157764894536,131.3846153846154,1043.0367346938776,1720.4819999999988,4715.740000000005
get,1.0,1920.5033333333333,1026.0,4791.0,6333.0,10502.5
set,0.7833333333333333,1150.7617021276596,691.0,2251.0,3413.75,6858.850000000003
total,100.13,252.58ms,247.42ms,450.56ms,763.90ms
