service,rps,avg,0.50,0.90,0.95,0.99
adservice,38.21666666666667,15.43384212821631,6.0,18.0,24.0,58.522222222222304
cartservice,1.76,2993.7916666666665,1039.0,3523.4,5201.499999999999,12975.88000000006
checkoutservice,7.956666666666667,371611.5236698785,292748.0,705877.4750000001,930840.4500000002,1287777.4300000002
currencyservice,95.81666666666666,832.96277613498,182.0,635.7983755375059,1075.8417182662538,4200.188095238065
emailservice,7.026666666666666,424.84914611005695,211.0,989.0,1467.1,2829.84
frontend,102.72,215546.52940031153,185247.78255208328,492678.4201543138,597498.3154320986,913719.6277777777
paymentservice,7.023333333333333,855.4352159468439,537.0,1659.3999999999999,2381.0499999999993,4623.749999999996
productcatalogservice,279.04,1.0208691704892967,0.0,1.0,1.0,3.0
recommendationservice,72.30333333333333,36470.76372689134,9769.510204081633,97183.89083333334,106068.36250000002,188418.9630555556
redis
shippingservice,26.62,434.09416478837966,115.30555555555554,952.0877551020411,1674.5919999999999,4496.665000000002
get,0.99,3747.6026936026938,1127.0,3662.4000000000024,5384.749999999995,19615.209999999744
set,0.77,2024.6060606060605,902.0,3385.4000000000015,4798.999999999997,10616.93
total,100.12,308.83ms,268.03ms,590.34ms,1.25s
