service,rps,avg,0.50,0.90,0.95,0.99
adservice,26.136666666666667,19.713812013773754,2.0,17.0,23.089999999999964,60.69250000000011
cartservice,1.8,2281.859259259259,864.0,4237.0,5983.5,12905.900000000021
checkoutservice,7.953333333333333,457467.33570829843,390105.8333333333,890937.55,1061763.5999999999,1197544.3199999998
currencyservice,93.48666666666666,339.5257077658133,172.24754299754298,601.6234378159759,1018.8566666666649,2362.933061224495
emailservice,7.086666666666667,903.1698024459079,205.0,1192.6000000000008,2099.5999999999995,5100.399999999987
frontend,102.88666666666667,163657.91336745935,143728.89861111113,327420.70725246624,423539.3527777773,915529.8371428574
paymentservice,6.776666666666666,730.8504672897196,491.11111111111114,1434.6000000000001,2043.6999999999998,3953.5300000000007
productcatalogservice,355.38666666666666,0.8009585803256547,0.0,1.0,1.0,2.0
recommendationservice,72.74,6335.954770415177,3441.6005291005295,9266.48,15829.789242424198,63429.5033333333
redis
shippingservice,26.79,484.76433992783376,140.2083333333333,1236.4244897959184,2165.475999999998,4901.665000000005
get,1.0033333333333334,2380.56146179402,954.0,4434.000000000002,6061.549999999998,13272.110000000008
set,0.7966666666666666,2157.5523012552303,752.0,3867.5999999999995,5831.249999999999,20055.549999999006
total,100.14,224.44ms,178.18ms,407.55ms,1.23s
