,Unnamed: 0,service,rps,avg,0.50,0.75,0.90,0.99,0.95
0,0,adservice,30.72,19.44086371527778,2.0,11.0,16.794285714285696,54.92000000000007,23.0
1,1,cartservice,1.8066666666666664,1627.3357933579337,983.0,2001.0,3837.6000000000004,8573.880000000003,5339.0
2,2,checkoutservice,7.963333333333333,520819.80661364587,384426.3333333333,588050.3333333334,831006.9999999985,4995698.960000001,1089813.5
3,3,currencyservice,95.49333333333334,325.26312482546774,173.5253164556962,320.7558281377067,601.645222672065,2436.072261904763,985.1726190476188
4,4,emailservice,7.046666666666667,422.0681173131504,208.83333333333334,407.625,957.8000000000011,3160.36,1445.7999999999995
5,5,frontend,103.07333333333334,157510.88558308,129925.78148425785,222859.40778940887,312094.5219141449,896578.5685925923,403571.7185758513
6,6,paymentservice,6.79,735.7810505645557,494.0,798.1875,1379.6,4136.369999999983,2096.299999999997
7,7,productcatalogservice,209.35333333333327,0.8894213928605548,0.0,1.0,1.0,3.0,1.0
8,8,recommendationservice,73.28333333333333,11345.007050261542,4729.946366782008,9226.723888435057,41149.398872180456,76459.17083333338,64555.09765886288
9,9,redis,,,,,,,0.0
10,10,shippingservice,26.926666666666662,491.4988858628373,136.58333333333334,468.51000000000005,1340.3653061224486,4488.250000000004,2270.811999999999
11,11,get,1.0066666666666666,1961.3973509933776,1277.5,2534.0,4243.400000000001,8840.680000000008,5579.75
12,12,set,0.8,1206.975,714.0,1360.0,2566.5,7591.399999999994,3457.0
13,13,total,100.15,218.34ms,160.64ms,248.83ms,355.84ms,1.33s,0.0
