service,rps,avg,0.50,0.90,0.95,0.99
adservice,32.913333333333334,19.02997771926271,3.0,18.0,24.0,54.55466666666676
cartservice,1.75,1526.1104761904762,920.0,3383.0,4552.75,7740.75
checkoutservice,7.943333333333333,246291.2345782627,200042.33333333334,484253.8750000002,585356.45,801901.92
currencyservice,93.86666666666666,354.7749644886364,184.2262857142857,652.478109688636,1066.1016535646518,2374.311038961043
emailservice,6.99,498.50214592274676,205.66666666666666,1155.0,1823.4999999999986,4238.56000000001
frontend,102.89,195124.54070690382,193325.59632936513,406944.7237044334,480823.53162317537,624557.9829629622
paymentservice,7.033333333333333,820.8668246445498,527.1666666666667,1657.0,2431.0,4814.600000000013
productcatalogservice,352.50333333333333,0.9831207269907614,0.0,1.0,1.0,3.0
recommendationservice,72.07,26958.06576939087,7625.617123617124,85349.18656862747,92819.3889090909,109963.75722222228
redis
shippingservice,26.626666666666665,496.09902353530293,148.36805555555554,1120.6142857142854,1979.8799999999985,4837.429999999998
get,1.0,1675.8166666666666,1088.5,3756.5,5451.0,7833.5
set,0.75,1326.5022222222221,871.0,2601.0,3639.5,7804.25
total,100.11,289.75ms,274.69ms,493.31ms,885.76ms
