service,rps,avg,0.50,0.90,0.95,0.99
adservice,30.336666666666666,9.56202615097242,2.0,18.0,24.0,63.0
cartservice,1.7566666666666666,1572.2675521821632,766.0,2848.6000000000004,4474.4499999999925,10510.78000000009
checkoutservice,7.96,102921.68425460637,44334.333333333336,207347.90000000002,293657.9,712351.5
currencyservice,82.09333333333333,302.6405311028098,157.10112781954888,612.1786496995406,989.1687499999996,2457.425696969701
emailservice,7.043333333333333,346.8954093705632,194.0,713.8000000000002,1017.5499999999997,2348.4399999999987
frontend,102.69666666666667,491995.93310396315,503745.3674045138,911177.496011396,1106928.273537415,1408489.8554545455
paymentservice,6.98,556.5133715377268,428.8333333333333,881.0,1273.8,2670.319999999999
productcatalogservice,208.12666666666667,1.2160062782280021,0.0,1.0,2.0,3.0
recommendationservice,73.25333333333333,67686.66672733892,80031.2412677305,186920.47400000005,198413.57043956043,292311.8014814816
redis
shippingservice,26.86,372.64234301315463,86.0,871.9306122448977,1584.1039999999982,4718.9000000000015
get,0.9966666666666667,1727.3545150501673,1209.0,3440.000000000001,4962.050000000002,8840.67999999999
set,0.76,1368.8859649122808,432.5,1841.200000000002,3216.7,20726.039999999964
total,99.97,687.90ms,644.09ms,1.22s,1.71s
