service,rps,avg,0.50,0.90,0.95,0.99
adservice,37.78,14.944591494617963,4.0,18.0,25.0,61.82999999999993
cartservice,1.79,2641.219739292365,900.0,3915.400000000001,5580.499999999998,32207.88999999992
checkoutservice,7.97,576787.7921371812,497768.0,1153092.0000000005,1306632.5499999998,1506657.5300000003
currencyservice,98.64666666666666,319.1364127863756,179.94114528101798,592.0013695652177,978.7411764705877,2386.34666666667
emailservice,7.07,441.017916077322,208.7777777777778,981.4000000000001,1567.8499999999976,3334.4699999999984
frontend,103.03,182313.95790869973,137446.7235243056,404939.4172528354,542643.6818181816,1134272.120277777
paymentservice,6.94,829.2636887608069,516.0,1620.7999999999997,2338.1999999999975,4901.479999999998
productcatalogservice,283.7266666666667,1.0691628092765337,0.0,1.0,1.0,3.0
recommendationservice,73.13666666666667,14069.540768424411,4820.537205081669,66909.97751479292,77683.72613636364,87092.25805555555
redis
shippingservice,26.94333333333333,459.2805888902635,126.62500000000001,1114.54693877551,1893.4799999999973,4730.503333333335
get,1.0,3379.556666666667,923.5,4304.0,6066.0,97812.5
set,0.79,1706.6160337552742,881.0,3492.2000000000007,5293.499999999998,9300.879999999997
total,100.14,237.91ms,168.83ms,440.06ms,1.42s
