service,rps,avg,0.50,0.90,0.95,0.99
adservice,21.013333333333332,10.220019035532994,2.0,17.0,25.0,72.46000000000004
cartservice,1.77,3751.131826741996,902.0,3429.0,4637.45,8853.18999999987
checkoutservice,7.926666666666667,143137.86501261566,109536.61111111112,313256.9,411468.4,561261.1999999918
currencyservice,85.83333333333333,312.96306796116505,163.95299999999997,637.4954827780916,1053.8027681660901,2449.489795918367
emailservice,7.01,382.6471707085116,203.7777777777778,810.2000000000003,1202.4499999999994,2571.179999999981
frontend,102.57333333333334,496374.97140257375,505189.54881098197,907009.6343915344,1101102.1710884352,1407877.319285714
paymentservice,6.753333333333333,596.2018756169792,430.1111111111111,974.0,1449.9999999999982,3231.400000000001
productcatalogservice,356.0566666666667,0.8822659314528586,0.0,1.0,1.0,3.0
recommendationservice,73.22666666666667,15123.538738164603,5908.351102941176,70534.58479532164,80397.9968888889,89696.872
redis
shippingservice,26.766666666666666,370.2580323785803,96.97222222222223,931.1224489795919,1644.6,3706.274999999996
get,1.0,5790.213333333333,1273.5,3815.0,4781.5,7484.0
set,0.77,1102.974025974026,482.0,2318.0,3831.949999999998,11097.699999999999
total,100.02,743.45ms,692.22ms,1.31s,2.30s
