service,rps,avg,0.50,0.90,0.95,0.99
adservice,20.976666666666667,22.133481646273637,2.0,19.0,26.0,73.0
cartservice,1.8366666666666667,1428.9764065335753,812.0,3329.000000000001,4649.399999999998,7220.3200000000015
checkoutservice,7.943333333333333,316104.6302979438,210157.33333333334,720461.7000000002,907033.65,1193095.3300000003
currencyservice,86.86333333333333,547.3368126175218,173.8824148824149,729.4971428571433,1264.7515810276675,3339.1534523809514
emailservice,7.036666666666667,415.7029843675983,202.44444444444443,798.0,1326.9499999999998,3369.0199999999977
frontend,102.59333333333333,606483.2667814672,617323.9519629582,1111413.5309203556,1299658.0857142857,1613552.3920000128
paymentservice,7.016666666666667,687.9372921615202,455.3333333333333,1264.0,1852.5,3999.299999999983
productcatalogservice,347.5966666666667,0.8985510025987975,0.0,1.0,1.0,3.0
recommendationservice,71.33666666666667,9282.781692444278,3664.633643495713,11385.417815126058,71807.74489795919,82823.99450000003
redis
shippingservice,26.253333333333334,498.54342305738953,119.58333333333333,1297.944897959185,2212.6279999999992,5290.549999999997
get,0.9933333333333333,1661.6677852348994,1107.0,3669.8999999999996,4958.399999999998,7141.359999999997
set,0.8433333333333334,1154.897233201581,491.0,2852.6000000000026,4221.15,7584.65
total,100.10,917.79ms,815.10ms,1.65s,3.03s
