service,rps,avg,0.50,0.75,0.90,0.99
adservice,32.89333333333333,10.384880421564654,3.0,13.0,19.0,58.31999999999971
cartservice,1.8033333333333332,2418.1682070240295,1129.0,2361.25,4600.800000000001,11967.590000000064
checkoutservice,7.93,439107.41235813365,315708.6666666667,607801.5,994892.0249999999,1307407.4500000002
currencyservice,87.68,437.09732360097325,181.9153846153846,353.4585798816569,708.286178861789,2787.0919999999956
emailservice,6.986666666666666,444.7857824427481,202.94444444444446,391.5,1042.7000000000003,3529.62
frontend,102.51666666666667,435717.97580881155,415798.1526041666,689652.0524643873,820396.624700048,1303250.7791666668
paymentservice,7.156666666666666,795.0884955752213,511.3333333333333,847.25,1597.2499999999998,3988.820000000019
productcatalogservice,355.71,0.954063703578758,0.0,1.0,1.0,3.0
recommendationservice,72.85,59923.87961564859,20619.43369272237,96766.43757431627,134091.35805860808,283018.348888889
redis
shippingservice,26.83,520.8654491241148,131.16666666666666,459.76000000000005,1266.114285714286,5629.597500000005
get,1.0,2699.08,1532.5,2839.0,5278.0,11620.5
set,0.8033333333333333,2068.485477178423,685.0,1487.5,4024.2000000000007,19720.720000000223
total,99.93,618.98ms,566.78ms,791.55ms,967.68ms,1.86s
