service,rps,avg,0.50,0.75,0.90,0.99
adservice,32.85,16.938914256722477,3.0,12.0,18.0,55.0
cartservice,1.8066666666666666,1694.7361623616237,824.0,1727.0,3075.7000000000007,8823.320000000062
checkoutservice,7.95,485318.4901467505,399183.55555555556,677117.7777777778,1066815.375,1590053.7500000005
currencyservice,88.31333333333333,439.8897486223296,189.66752246469827,362.672630257376,714.6794871794875,2657.6909090909203
emailservice,7.003333333333333,461.38648262732033,213.11111111111111,434.25,1004.6000000000004,3732.3299999999963
frontend,102.88666666666667,411304.6859327415,406691.7881944444,614576.2726873214,807242.3261593343,1304422.465787546
paymentservice,7.123333333333333,830.0622367805335,506.88888888888886,856.375,1560.875,4978.610000000011
productcatalogservice,351.02,0.9810077298539495,0.0,1.0,1.0,3.0
recommendationservice,71.13333333333334,60425.173851921274,19373.125000000004,96907.64328180738,177232.095,286675.99030303024
redis
shippingservice,26.5,521.648427672956,118.09027777777779,453.175,1252.5714285714287,6100.5
get,0.9933333333333333,1945.0906040268455,892.5,1862.0,2932.7999999999997,10213.119999999999
set,0.8133333333333334,1388.9754098360656,782.0,1617.0,3174.2999999999997,8579.98
total,100.05,585.16ms,554.49ms,755.71ms,941.05ms,1.76s
