service,rps,avg,0.50,0.75,0.90,0.99
adservice,30.863333333333333,15.246786910033482,2.0,11.0,17.032653061224497,56.939999999999905
cartservice,1.77,1791.3276836158193,1211.0,2190.5,4030.800000000003,8688.979999999992
checkoutservice,7.963333333333333,461327.2423608204,320723.44444444444,607786.5,1008264.2,1611689.1500000004
currencyservice,90.12333333333333,423.7124311129193,187.39246031746038,359.329074074074,729.9267089499644,2701.5612244898016
emailservice,7.053333333333334,437.4985822306238,205.0,390.5,995.233333333334,3392.720000000001
frontend,102.75666666666666,448573.7847666007,417713.3511977678,694235.0656809171,874834.5533834583,1514904.5051428566
paymentservice,7.14,826.5606909430439,525.3333333333334,882.0,1635.2999999999997,4342.439999999997
productcatalogservice,356.1533333333333,1.0512045373715442,0.0,1.0,1.0,3.0
recommendationservice,73.28333333333333,63223.91808050944,42465.176804812836,98306.11521486643,179589.56756756757,291548.84629629634
redis
shippingservice,26.903333333333332,482.4678478503283,133.29166666666666,468.4,1231.26530612245,5302.157499999999
get,0.9866666666666667,2141.054054054054,1519.0,2798.5,4442.900000000001,8689.160000000036
set,0.7833333333333333,1350.8212765957446,744.0,1580.5,3282.0,8683.300000000001
total,99.91,643.08ms,579.58ms,833.53ms,1.06s,1.94s
