service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.596666666666668,16.87931216373035,3.0,12.0,19.0,59.907499999999345
cartservice,1.7733333333333334,2291.6052631578946,1153.0,2377.5,4728.200000000001,12066.33999999993
checkoutservice,7.973333333333334,511479.0643812709,398268.3333333333,699721.0555555556,1106632.3,2302231.3
currencyservice,89.63,439.57625794934734,193.51499118165782,366.9765188834154,734.1299145299151,2790.4713809523832
emailservice,7.066666666666666,496.8301886792453,210.83333333333334,437.0,1035.5,3850.9000000000096
frontend,102.75666666666666,441550.10957926494,418082.890625,678779.2952663451,816370.2282996434,1405764.497647059
paymentservice,7.16,843.8291433891992,530.2777777777778,969.0,1732.2000000000003,4397.439999999999
productcatalogservice,356.25333333333333,0.8884314532729518,0.0,1.0,1.0,3.0
recommendationservice,73.23,62757.565478628974,34330.76337792642,98108.32549547487,179296.59475000008,289827.37916666677
redis
shippingservice,26.94,574.3711952487008,136.38888888888889,490.025,1342.6448979591842,6760.3750000000055
get,0.9966666666666667,2582.0200668896323,1549.0,2983.0,5219.600000000005,11353.849999999991
set,0.7766666666666666,1918.9270386266094,830.0,1771.5,3505.8000000000015,14383.379999999916
total,100.00,628.50ms,578.05ms,785.41ms,978.94ms,1.88s
