service,rps,avg,0.50,0.75,0.90,0.99
adservice,32.416666666666664,9.924318766066838,3.0,12.0,18.92857142857143,60.5
cartservice,1.7866666666666666,5494.815298507463,1121.5,2144.5,3913.9000000000033,79557.21999999988
checkoutservice,7.953333333333333,448360.02640402346,316545.61111111107,614380.2222222221,1000502.05,1594205.16
currencyservice,89.39666666666666,444.1899026809352,195.79478458049883,379.49963829274174,764.6122448979596,2832.7980000000116
emailservice,7.043333333333333,455.7524846190251,207.0,420.4375,1020.4000000000001,3477.4999999999945
frontend,102.74,441120.0487314256,414140.8523425499,695214.8034582423,896569.7988618279,1413701.6517647058
paymentservice,7.253333333333333,826.3772977941177,523.4444444444445,890.5,1714.1500000000012,4191.059999999996
productcatalogservice,352.2733333333333,0.9369429041842509,0.0,1.0,1.0,3.0
recommendationservice,71.94333333333333,64179.59898994579,70248.73538748834,98435.00624256836,181892.57352941178,288267.26138888876
redis
shippingservice,26.683333333333334,493.07083073079326,142.76041666666666,471.05,1212.0,5096.549999999995
get,0.9833333333333333,7376.237288135593,1362.0,2605.75,4305.0,46577.450000000805
set,0.8033333333333333,3191.829875518672,792.0,1536.0,2712.4,97061.31000000036
total,100.04,620.01ms,557.57ms,812.54ms,1.06s,1.91s
