service,rps,avg,0.50,0.75,0.90,0.99
adservice,30.283333333333335,12.024435883324161,3.0,13.0,19.0,68.0
cartservice,1.7533333333333334,2256.3593155893536,1194.0,2562.0,4559.700000000002,9522.720000000001
checkoutservice,7.973333333333334,489653.0802675585,314879.8888888889,619672.8333333333,1083940.5000000005,2510198.379999999
currencyservice,92.48333333333333,445.4853847540097,196.80259740259737,378.4703463203463,781.3472222222222,2888.4046874999967
emailservice,7.066666666666666,464.8382075471698,211.0,422.0,1020.5,3728.000000000002
frontend,102.75666666666666,455780.78878904856,414165.9655172414,696012.5524285714,896041.4626479993,1799706.3943030299
paymentservice,7.18,862.733983286908,531.7777777777777,901.875,1820.3000000000015,5297.960000000007
productcatalogservice,347.47,0.9174413138784163,0.0,1.0,1.0,3.0
recommendationservice,71.39333333333333,62105.57222896629,21415.729624877808,98118.07199696856,179959.3509311741,290468.43999999994
redis
shippingservice,26.37,534.90355201618,147.19791666666666,507.4875,1343.767346938776,5784.262500000004
get,0.9733333333333334,2506.0479452054797,1605.0,2912.5,4820.000000000001,9310.499999999995
set,0.78,1944.7820512820513,790.0,1939.0,3763.2,10282.079999999987
total,99.96,673.77ms,593.41ms,858.11ms,1.27s,2.20s
