service,rps,avg,0.50,0.75,0.90,0.99
adservice,32.31666666666667,18.73089221248066,3.0,12.0,18.0,54.51249999999982
cartservice,1.78,2732.421348314607,1046.5,2324.0,4739.0,13081.359999999882
checkoutservice,7.97,476856.0702634881,313712.8888888889,687420.6111111111,1092997.95,2200597.0700000003
currencyservice,90.09666666666666,456.28476821192055,193.42602040816323,362.77066922148884,739.5157340985179,2872.815499999995
emailservice,7.056666666666667,497.78223901747754,208.7777777777778,427.25,1034.799999999999,4229.3099999999995
frontend,102.66,460749.3129423988,423752.4375,701502.8304580608,901093.0038386784,1697936.3776
paymentservice,7.286666666666667,850.6486733760293,537.1111111111111,891.875,1610.6000000000004,4355.199999999996
productcatalogservice,355.8233333333333,1.126008225055505,0.0,1.0,1.0,3.0
recommendationservice,73.22,63183.2746972594,67774.6824009324,98797.04133333334,177565.62842105265,288699.84400000004
redis
shippingservice,23.803333333333335,491.9203123063577,136.76736111111111,455.87250000000006,1188.3061224489797,5279.529999999993
get,0.9866666666666667,3090.4054054054054,1244.5,2719.0,5187.000000000002,14476.340000000077
set,0.7933333333333333,2287.1974789915967,724.0,2005.0,3934.600000000003,18931.360000000364
total,99.94,635.82ms,602.62ms,814.08ms,1.16s,2.00s
