service,rps,avg,0.50,0.75,0.90,0.99
adservice,32.19,33.45469607538573,3.0,11.0,18.0,54.215000000000146
cartservice,1.7933333333333332,7669.897769516729,1137.0,2199.0,3898.7999999999997,19286.720000000303
checkoutservice,7.986666666666666,452573.3572621035,314250.3333333333,607449.5555555556,1078048.0,1696359.96
currencyservice,89.62333333333333,468.61922118495926,190.13318815331004,364.8175219941349,725.5444444444443,2857.845000000006
emailservice,7.07,485.6935407826497,216.66666666666666,423.8125,1085.2000000000007,4041.74
frontend,102.86666666666666,424565.5732663642,413686.8601973684,617920.8563355146,808590.049909256,1309749.0646464648
paymentservice,7.196666666666666,871.9786938397406,533.2222222222222,868.625,1713.8500000000004,4819.009999999998
productcatalogservice,356.87333333333333,1.0396405820926193,0.0,1.0,1.0,3.0
recommendationservice,73.1,61519.703100775194,21066.320533769063,97330.50453720508,178254.07931034485,288303.05818181817
redis
shippingservice,27.006666666666668,529.2356208343618,128.41666666666666,470.2,1270.0857142857146,5940.164999999993
get,1.0,7788.303333333333,1386.5,2450.0,3973.5,84565.5
set,0.7933333333333333,7520.64705882353,870.0,1772.0,3580.6000000000013,10251.000000000005
total,100.02,581.94ms,538.62ms,740.86ms,924.16ms,1.73s
