service,rps,avg,0.50,0.75,0.90,0.99
adservice,29.89666666666667,27.714349425799977,3.0,13.0,19.706666666666692,67.23249999999962
cartservice,1.6433333333333333,2141.957403651116,1267.0,2198.25,4125.799999999999,9361.68999999999
checkoutservice,7.46,593534.6760500447,406416.6666666667,722907.3333333334,1037522.1000000008,2118934.55999999
currencyservice,85.23333333333333,427.2799374266719,190.05263157894737,364.19064986737396,731.2645161290324,3039.0222222222196
emailservice,7.06,485.1010387157696,215.83333333333334,435.625,1191.4000000000003,3469.600000000009
frontend,99.89,467609.4843661361,413276.1755960009,685680.88998538,872430.7229570086,1502137.6574999995
paymentservice,6.553333333333334,876.3285859613428,550.0,954.875,1765.8000000000002,4619.63999999999
productcatalogservice,330.4166666666667,0.8799092055485498,0.0,1.0,1.0,3.0
recommendationservice,66.58333333333333,64439.09737171464,70772.6831103679,99057.9413580247,181451.25490196078,288339.3636363637
redis
shippingservice,24.666666666666668,532.2378378378378,140.86363636363635,482.07000000000005,1258.6666666666667,5664.75
get,0.9066666666666666,2633.9154411764707,1513.0,2499.0,4388.700000000001,19431.759999999817
set,0.7366666666666667,1536.4705882352941,808.0,2027.25,3614.0,7827.009999999998
total,97.16,612.22ms,581.12ms,793.09ms,1.03s,1.89s
