service,rps,avg,0.50,0.75,0.90,0.99
adservice,32.7,37.28980632008155,3.0,12.0,18.0,57.77777777777757
cartservice,1.8233333333333333,1961.4351005484461,1059.0,2133.25,3800.2000000000003,9916.479999999945
checkoutservice,7.986666666666666,444456.90358931554,321453.6666666667,606029.4444444444,902964.6000000001,1586926.42
currencyservice,90.18,490.95216973460487,193.32601351351352,373.49369747899163,759.9041600000004,2995.8502857142826
emailservice,7.03,494.1602655286866,205.88888888888889,406.5625,1002.8000000000004,5256.739999999969
frontend,102.62,434107.45728577924,413336.6135201378,631778.1625703565,818419.874630542,1395697.2029411765
paymentservice,7.223333333333334,833.5694508537148,535.0,886.5625,1657.1249999999998,4662.939999999999
productcatalogservice,355.91333333333336,1.12458703403869,0.0,1.0,1.0,3.0
recommendationservice,72.38,57681.59910656719,15985.944055944054,95630.84661117718,129410.21310016079,283480.3956666667
redis
shippingservice,23.403333333333332,529.7722208467443,140.85416666666666,467.485,1276.9571428571423,6384.680000000005
get,1.0,2237.39,1324.0,2621.5,4212.5,10827.0
set,0.8233333333333334,1626.2672064777328,714.0,1740.5,2782.6000000000004,9986.230000000005
total,99.95,614.99ms,572.93ms,777.73ms,976.38ms,1.83s
