service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.123333333333335,16.82531862482596,2.0,11.0,17.09230769230782,52.4074999999998
cartservice,1.78,1918.5767790262173,1140.5,2224.0,3552.300000000002,8637.959999999972
checkoutservice,7.943333333333333,438821.90180444816,317684.8888888889,595729.6666666666,903449.9000000001,2110768.35
currencyservice,91.64333333333333,460.1238133343033,191.0,373.1706561874968,776.4342400000002,3049.1361224489774
emailservice,7.006666666666667,470.7778306374881,216.94444444444446,421.125,1080.7999999999997,3673.2000000000003
frontend,102.71,450335.66183104535,424766.8441358024,696158.9167162403,887694.7185185185,1589286.052637361
paymentservice,7.25,885.1816091954023,536.3333333333334,935.875,1725.375,4529.75
productcatalogservice,356.12,1.0419521509603504,0.0,1.0,1.0,3.0
recommendationservice,72.83333333333333,62923.46604118993,30295.850287081335,98204.70479839445,180357.2234076181,288165.18055555556
redis
shippingservice,26.843333333333334,519.4323854464175,145.36111111111111,484.4625,1263.8530612244897,5094.36500000002
get,0.9833333333333333,2127.827118644068,1347.0,2452.0,3870.0,8152.750000000009
set,0.7966666666666666,1660.297071129707,894.0,1918.25,3063.9999999999995,9420.239999999994
total,100.01,630.84ms,600.58ms,804.86ms,1.12s,1.90s
