service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.283333333333335,11.181672882258924,2.0,12.0,18.0,59.78749999999991
cartservice,1.7933333333333332,1952.9684014869888,1172.0,2387.0,4442.299999999999,8756.88000000001
checkoutservice,7.95,464697.5568134172,382989.3333333333,622570.4166666666,997366.0,1485278.8500000003
currencyservice,92.56,450.63472342264475,188.26960519199568,364.856701366298,752.3729166666668,2953.9975824175813
emailservice,7.04,484.95028409090907,209.0,422.25,1026.7999999999997,3792.140000000006
frontend,102.75,425361.1875425791,409243.01692708343,611263.7632085193,809859.2857142858,1408545.9828431373
paymentservice,7.173333333333333,862.2193308550186,524.4999999999999,934.5,1706.4999999999998,4203.040000000001
productcatalogservice,356.0733333333333,0.8946003632210593,0.0,1.0,1.0,3.0
recommendationservice,73.20333333333333,60813.44169209052,20136.706349206346,96749.39622618761,175236.9906207645,289839.99618181813
redis
shippingservice,23.73,492.65863354037265,145.6388888888889,467.2900000000001,1217.6607142857142,4946.875
get,1.0033333333333334,2041.687707641196,1386.0,2668.5,4630.800000000001,8263.170000000004
set,0.79,1840.2911392405063,790.0,1923.75,3850.2,13753.87999999999
total,100.01,604.09ms,569.85ms,777.73ms,993.28ms,1.89s
