service,rps,avg,0.50,0.75,0.90,0.99
adservice,32.01,18.27147766323024,2.0,11.0,18.0,56.093999999999866
cartservice,1.7933333333333332,2380.163568773234,1269.5,2651.0,5050.299999999999,12102.600000000002
checkoutservice,7.976666666666667,472677.7822816548,398678.3333333333,632181.0277777778,997385.0500000003,1551225.3500000103
currencyservice,91.96666666666667,466.7802464661109,190.50784207679825,365.27484917043734,762.2743764172337,3111.0448979591747
emailservice,6.786666666666667,480.8374263261297,214.0,420.0,1010.6000000000004,3378.259999999999
frontend,102.87333333333333,408881.2796319098,408730.2396490122,609903.9470075422,804014.0925707878,1283928.3213333338
paymentservice,7.073333333333333,852.0744580584354,487.8888888888889,820.125,1564.3666666666666,4838.84000000004
productcatalogservice,356.7366666666667,1.1751805720372637,0.0,1.0,1.0,3.0
recommendationservice,69.59333333333333,60479.45282115145,20930.050144927533,96706.48022959183,173963.6079411765,287812.90166666673
redis
shippingservice,26.923333333333332,680.8957533737774,123.59375,459.7625,1433.8244897959187,6897.142499999972
get,1.0066666666666666,2345.7152317880796,1567.5,2905.0,5265.300000000001,12304.440000000011
set,0.7866666666666666,2424.2457627118642,916.5,2294.0,4713.7,20912.239999999136
total,100.00,577.08ms,528.90ms,776.70ms,918.53ms,1.73s
