service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.72,10.871059268600252,2.0,12.0,18.0,57.957333333333374
cartservice,1.7466666666666666,1751.1984732824428,1022.5,2136.0,3558.5000000000014,8516.519999999993
checkoutservice,7.94,477889.40428211587,383241.11111111107,692025.1111111111,1002431.3500000001,1611842.6799999997
currencyservice,86.39666666666666,410.377406535746,175.80296896086367,345.5017806267806,695.4755555555561,2627.0443571428623
emailservice,7.006666666666667,547.1560418648905,212.0,455.0,1145.5999999999995,4869.440000000003
frontend,102.65,417454.24325377494,406460.8346354167,611317.5392623439,808234.6384063608,1398343.75
paymentservice,7.116666666666666,807.4459016393442,530.8888888888889,895.1875,1612.125,4350.750000000011
productcatalogservice,350.24,0.9199215775848941,0.0,1.0,1.0,3.0
recommendationservice,71.23333333333333,59614.27702386523,20144.25,96348.79638752052,172710.2799671593,282648.5499999999
redis
shippingservice,26.46,500.9884101788864,119.58333333333333,447.37,1168.0102040816323,5819.024999999997
get,0.9833333333333333,2088.515254237288,1243.0,2468.5,3957.0,8763.60000000001
set,0.7633333333333333,1316.6637554585152,708.0,1459.0,2971.5999999999995,8038.490000000025
total,99.90,608.37ms,567.29ms,769.53ms,975.87ms,1.86s
