service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.786666666666665,10.240247483221477,2.9544159544159547,12.0,18.0,54.0
cartservice,1.76,1991.751893939394,1180.0,2197.5,4012.1,8595.540000000034
checkoutservice,7.93,479070.0029424128,385491.0,605676.6666666666,1073386.8249999988,1990542.44
currencyservice,92.13333333333334,451.3408465991317,190.14947735191637,367.9539007092199,764.4774468085105,2840.4419047618953
emailservice,6.816666666666666,448.9828850855746,207.44444444444443,405.1875,1036.0,3476.2999999999943
frontend,102.78,450903.670363884,413345.450317965,686818.784716599,892532.0481569561,1792191.0650549452
paymentservice,7.1,769.2136150234742,506.0,832.75,1495.5,4360.5999999999685
productcatalogservice,355.9166666666667,1.0407117771013814,0.0,1.0,1.0,3.0
recommendationservice,70.01333333333334,57714.47224338221,17471.699791883457,95145.37683150182,115605.80619195051,283991.17279999994
redis
shippingservice,26.74,517.6786337571677,126.0,477.95,1279.271428571429,5509.054999999993
get,0.9866666666666667,2451.733108108108,1604.5,2761.5,4206.4000000000015,9896.100000000013
set,0.7733333333333333,1404.8793103448277,795.5,1668.5,3526.400000000001,7216.960000000004
total,100.01,662.61ms,581.12ms,798.21ms,1.25s,2.27s
