service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.69333333333333,25.52766091712242,3.0,12.0,19.0,61.48000000000002
cartservice,1.82,1736.5384615384614,1058.0,2280.0,3876.6000000000013,8879.159999999993
checkoutservice,7.956666666666667,430683.8596564726,307566.0,599534.5833333334,1005636.7500000001,1404949.36
currencyservice,89.41333333333333,452.52646883388013,180.65,354.51685247601756,720.6191154791161,2847.786714285707
emailservice,7.043333333333333,475.2375769048746,208.0,435.8125,1116.2,3990.8099999999986
frontend,102.77,451097.9551749862,416576.48844499525,694953.5458060678,891131.3458646619,1599071.716715685
paymentservice,7.17,816.5281264528127,502.5555555555556,852.1875,1577.7750000000005,4128.52999999999
productcatalogservice,356.24333333333334,1.1476425289829986,0.0,1.0,1.0,3.0
recommendationservice,73.19666666666667,59620.56172867617,18087.534080298785,96263.71875810214,169053.32629629655,289640.9888888889
redis
shippingservice,26.846666666666668,481.8896200645642,117.64743589743588,422.15,1161.8673469387759,5304.295000000001
get,0.99,1861.8989898989898,1186.0,2479.75,4040.6000000000004,8691.98999999999
set,0.83,1587.012048192771,772.0,1885.0,3749.3999999999996,9726.949999999999
total,100.06,668.61ms,584.70ms,847.87ms,1.20s,2.27s
