service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.63,26.969016756244073,2.0,12.0,18.0,55.0
cartservice,1.7933333333333332,1874.0018587360594,1119.0,2192.0,4024.8999999999983,9125.920000000002
checkoutservice,7.98,465992.2493734336,393326.7222222222,696486.8888888889,993640.0999999999,1408116.1600000001
currencyservice,90.13666666666667,476.63921452609003,195.63246143527832,370.7910052910052,745.8954363243914,2841.215773809525
emailservice,7.076666666666667,476.3042863871879,214.66666666666666,439.0625,1061.6000000000001,3798.149999999999
frontend,102.90666666666667,440461.09118294896,416143.016324579,687567.2425675676,839349.2905263156,1410505.5840816319
paymentservice,7.256666666666667,809.8148828663299,525.6666666666666,896.8125,1566.2999999999997,4136.130000000005
productcatalogservice,356.63,0.9913168643505407,0.0,1.0,1.0,3.0
recommendationservice,73.27,62261.014603521224,25981.999999999996,97701.97289540817,177297.33214626394,289800.012060606
redis
shippingservice,26.926666666666666,528.9174300569448,135.08333333333334,488.0,1311.8999999999999,5771.435000000023
get,1.0,1819.02,1151.5,2289.0,4111.0,8393.5
set,0.7933333333333333,1943.3067226890757,964.5,2075.0,3777.1000000000013,11062.200000000006
total,99.98,612.00ms,548.86ms,800.77ms,1.01s,1.91s
