service,rps,avg,0.50,0.75,0.90,0.99
adservice,30.786666666666665,29.330121264616718,3.0,12.0,18.939047619047603,64.15999999999985
cartservice,1.7733333333333334,1878.4473684210527,1125.5,2489.5,3977.9000000000005,9863.539999999968
checkoutservice,7.976666666666667,484328.7563727539,392471.6666666667,641365.6944444444,1038275.400000009,1994446.08
currencyservice,91.34333333333333,443.2523446337992,199.77167019027482,377.6777777777777,775.7374956237603,2866.9207792207862
emailservice,7.036666666666667,490.868308858361,218.44444444444443,428.75,1059.2000000000003,4018.849999999998
frontend,102.88333333333334,447013.57861655595,420900.1048177083,695062.4432362241,893802.8214053351,1601322.3255102027
paymentservice,7.23,850.6528354080222,516.3333333333334,900.125,1739.7000000000012,4715.269999999997
productcatalogservice,349.55333333333334,0.9256956496862663,0.0,1.0,1.0,3.0
recommendationservice,71.14333333333333,63897.455980883664,69544.94848901099,98644.95863581367,180042.98212375864,288381.0955555555
redis
shippingservice,26.406666666666666,519.2515778843726,147.86111111111111,506.235,1269.4306122448982,5523.229999999993
get,0.98,2182.5408163265306,1517.5,2966.0,4556.300000000001,10111.68
set,0.7933333333333333,1502.8025210084033,773.5,1997.0,3196.300000000002,8741.04000000003
total,100.19,640.05ms,596.99ms,802.30ms,1.14s,1.94s
