service,rps,avg,0.50,0.75,0.90,0.99
adservice,30.81,9.222546792167046,3.0,12.0,18.0,60.284999999999854
cartservice,1.7833333333333334,2221.8654205607477,1288.0,2475.25,4759.0,10959.899999999998
checkoutservice,7.966666666666667,484120.51882845187,397032.6666666667,618872.3333333334,1096573.0,1598866.2
currencyservice,92.39333333333333,437.0956418211992,189.19329388560158,368.44200411805076,779.3347971014495,2777.0236734693867
emailservice,7.06,746.7308781869689,213.16666666666666,463.5,1335.0000000000007,5517.640000000025
frontend,102.77666666666667,417867.7325917037,408112.4683159722,608458.1671624033,804292.5790510761,1401426.2537499995
paymentservice,7.01,829.5026153114599,509.3333333333333,895.375,1703.0,4314.809999999956
productcatalogservice,356.17,1.2570214597898008,0.0,1.0,1.0,3.0
recommendationservice,73.34,58196.853149713665,17626.768774703556,96198.17691154426,117759.95391812862,278029.034181818
redis
shippingservice,26.883333333333333,498.5195288282703,118.75694444444446,469.40999999999997,1182.4285714285713,5255.087500000005
get,1.0033333333333334,2770.481727574751,1643.0,3109.75,5591.800000000001,12038.14000000002
set,0.78,1516.1666666666667,841.0,1784.0,3587.299999999999,8647.839999999997
total,99.99,591.61ms,569.34ms,770.05ms,969.22ms,1.79s
