service,rps,avg,0.50,0.75,0.90,0.99
adservice,30.956666666666667,8.533756864434155,2.0,12.0,18.0,61.0649999999996
cartservice,1.8,1914.6333333333334,1167.5,2418.5,4332.5,9725.200000000023
checkoutservice,7.99,478019.4472256988,400006.6666666667,620520.6944444444,999354.9000000001,1809045.0800000005
currencyservice,92.62666666666667,434.7928242406794,188.0,358.9546114742193,726.0201797385623,2731.0871428571404
emailservice,7.086666666666667,431.0272812793979,206.5,415.5,930.7500000000001,3260.239999999978
frontend,102.85333333333334,415871.4684664247,408672.514040265,609295.8351475458,804303.9924329503,1366531.2552727219
paymentservice,7.1,825.9291079812207,508.5555555555556,879.875,1667.0,4294.999999999982
productcatalogservice,356.12,1.0111011269609496,0.0,1.0,1.0,3.0
recommendationservice,73.31,60614.24430500614,21491.257579847053,96457.79010494753,174756.65738095244,285044.5483333333
redis
shippingservice,26.976666666666667,557.58878042753,131.125,489.14675324675324,1301.6285714285714,6427.209999999985
get,0.9966666666666667,2285.8428093645484,1511.0,2912.75,4681.200000000001,12848.519999999973
set,0.8033333333333333,1454.0871369294605,788.0,1736.25,3686.000000000001,8148.950000000001
total,99.98,593.04ms,571.90ms,774.66ms,975.87ms,1.88s
