service,rps,avg,0.50,0.75,0.90,0.99
adservice,30.36,9.659310496267018,2.0,11.0,17.95227272727284,61.440000000000055
cartservice,1.7733333333333334,2132.2030075187968,1229.5,2364.5,4354.9,9519.979999999734
checkoutservice,7.976666666666667,478996.43501880486,397736.3333333333,695345.0277777778,1001088.5500000002,1395830.75
currencyservice,93.13,447.4243172626078,192.79807692307693,377.5392015392015,785.6178994082845,2877.234857142859
emailservice,6.963333333333333,515.4691239827669,227.33333333333334,472.375,1088.0000000000014,4608.0300000000025
frontend,102.69333333333333,433627.9637431836,409720.5166666666,616539.6769779893,862822.7913194451,1495751.4712820502
paymentservice,7.1866666666666665,844.8515769944341,545.6111111111112,915.75,1674.8000000000002,4130.340000000004
productcatalogservice,351.6566666666667,0.9614112249637431,0.0,1.0,1.0,3.0
recommendationservice,70.81333333333333,61076.80568631143,24882.12307692308,97067.33384615384,172760.39009523822,283359.6114285716
redis
shippingservice,26.676666666666666,516.0022491565663,154.8923611111111,500.1725,1319.1755102040813,5075.8200000000015
get,0.9866666666666667,2443.6114864864867,1582.0,2932.5,4590.900000000005,11944.400000000129
set,0.7866666666666666,1741.6228813559321,783.5,1629.0,3231.6,9138.979999999925
total,100.02,647.12ms,576.51ms,782.85ms,1.20s,2.38s
