service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.4,35.53375796178344,2.0,12.0,18.0,60.399999999999636
cartservice,1.7966666666666666,2108.679035250464,1215.0,2552.5,4156.200000000001,9531.370000000008
checkoutservice,7.956666666666667,449526.69585253455,319212.22222222225,614709.75,1004160.1,1593446.0300000003
currencyservice,92.24,421.2718632552761,188.92374256354785,368.161475713756,754.804347826087,2860.907346938771
emailservice,7.053333333333334,564.0756143667297,199.16666666666666,378.0,978.9666666666667,3307.620000000021
frontend,102.50666666666666,417124.2629422477,409233.7447916667,610802.6053687785,803300.5903061226,1299783.0168095238
paymentservice,7.196666666666666,829.5303381194998,511.2222222222222,865.625,1606.1250000000011,4773.5799999999945
productcatalogservice,355.72,1.0126316578582406,0.0,1.0,1.0,3.0
recommendationservice,73.26666666666667,55311.85796178344,14913.345959595961,94863.02137931035,114295.79487179486,265292.4888888897
redis
shippingservice,23.84,509.5273811002111,122.07291666666667,447.925,1240.3999999999999,5782.782500000012
get,1.0033333333333334,2337.986710963455,1502.0,2836.75,4397.200000000001,11495.220000000027
set,0.7933333333333333,1818.672268907563,832.5,2047.0,3831.800000000001,8005.640000000001
total,99.95,594.26ms,576.51ms,773.12ms,958.97ms,1.71s
