service,rps,avg,0.50,0.75,0.90,0.99
adservice,33.75,9.781432098765432,3.0,13.0,19.0,63.08333333333333
cartservice,1.8066666666666666,1898.509225092251,1060.5,2536.0,4202.6,8354.680000000013
checkoutservice,7.946666666666666,418808.25713087246,305969.6666666667,593258.2777777779,988276.35,1599577.9199999995
currencyservice,88.96666666666667,457.7380666916448,190.2961538461538,364.4828552110499,743.2619047619048,2887.428571428566
emailservice,7.033333333333333,426.19810426540283,202.0,384.125,933.5,3261.8000000000025
frontend,102.71666666666667,431905.75005679054,413088.7816296702,691686.3693154817,820819.2,1314483.0878787877
paymentservice,7.236666666666666,837.3284200829111,527.3333333333334,905.3125,1675.4750000000001,4399.999999999993
productcatalogservice,356.6766666666667,0.9657299328056222,0.0,1.0,1.0,3.0
recommendationservice,73.26666666666667,61663.23161965423,20837.900826446283,98071.29324379325,181103.44736842104,286040.7666666667
redis
shippingservice,26.893333333333334,505.305651958354,138.71153846153845,455.71000000000004,1210.5244897959183,5242.9599999999955
get,1.0,2351.4466666666667,1472.0,2912.0,4703.0,9048.0
set,0.8066666666666666,1337.01652892562,608.5,1596.0,3645.3,7123.199999999998
total,100.01,600.16ms,556.03ms,764.93ms,954.37ms,1.75s
