service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.546666666666667,20.659129332206255,3.0,13.0,19.0,64.18000000000029
cartservice,1.81,1986.6132596685084,1042.0,2262.0,3576.7999999999997,9712.690000000013
checkoutservice,7.926666666666667,482806.2220353238,395374.7777777778,609724.3333333334,1098654.5,1905193.799999997
currencyservice,92.19,428.47253859782336,184.67757680160778,362.03567181926275,748.837330637007,2800.304000000002
emailservice,7.016666666666667,459.7648456057007,220.0,435.25,994.0,3639.8499999999976
frontend,102.60666666666667,406123.1441751673,407865.4427083332,607221.4866151101,801811.5970443351,1315420.8687500001
paymentservice,7.1466666666666665,821.1138059701492,523.6666666666666,892.0,1650.9500000000003,4253.439999999996
productcatalogservice,356.24,0.9560782992738978,0.0,1.0,1.0,3.0
recommendationservice,73.27333333333333,59616.44236193249,17813.071378874127,96160.26180836707,174072.96433436524,287111.8351515152
redis
shippingservice,26.85333333333333,506.5472939424032,124.65972222222221,454.29999999999995,1242.657142857144,5212.573333333328
get,1.0033333333333334,2151.767441860465,1158.0,2365.5,4120.800000000005,10242.750000000005
set,0.8066666666666666,1781.1942148760331,880.0,1792.0,3305.8,9684.8
total,100.01,570.88ms,522.24ms,724.48ms,910.85ms,1.77s
