service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.003333333333334,18.8553918933448,2.0,12.0,18.0,59.742499999999836
cartservice,1.78,2300.7041198501875,1069.0,2156.0,4115.5,11443.119999999992
checkoutservice,7.953333333333333,481773.18357082986,398532.38888888893,695293.7777777778,1003342.65,1607088.0399999998
currencyservice,89.09666666666666,463.6227318642673,189.7525694708793,366.76870633310796,716.8345940850719,2709.8547142857105
emailservice,6.76,467.96499013806704,214.16666666666666,429.0,1026.8000000000002,3911.260000000001
frontend,102.86666666666666,439975.3429682437,414922.7760416667,692662.7578431373,869931.2013999645,1411239.5555555562
paymentservice,7.266666666666667,860.3463302752293,552.4444444444445,940.0,1732.25,4686.999999999985
productcatalogservice,356.4266666666667,1.0892750261858446,0.0,1.0,1.0,3.0
recommendationservice,70.17666666666666,63280.68660048449,69107.48,98322.26851851853,179231.32853185598,287296.4311111112
redis
shippingservice,26.833333333333332,610.5705590062112,123.66666666666669,467.04499999999996,1309.0102040816328,7214.125
get,1.0,2297.2966666666666,1226.5,2359.5,4710.0,11018.5
set,0.78,2305.0726495726494,818.5,1851.0,3612.2,11479.919999999998
total,100.02,607.69ms,549.89ms,757.25ms,1.01s,1.86s
