service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.493333333333332,9.607430143945809,3.0,12.872549019607844,19.0,60.38000000000011
cartservice,1.78,1994.438202247191,1189.5,2209.0,3767.9,9195.399999999976
checkoutservice,7.926666666666667,455917.5054667788,370782.22222222225,614605.6666666666,992799.4000000003,1904351.68
currencyservice,89.83333333333333,457.3805936920223,188.93871169480923,366.03840579710146,763.869603761949,2872.714285714286
emailservice,7.016666666666667,438.6042755344418,215.66666666666666,420.9375,939.0,3261.4999999999836
frontend,102.70333333333333,438885.9500178508,417917.46395061724,694626.2968705549,820588.759931194,1319745.1104029303
paymentservice,7.13,850.4202898550725,533.0,917.8125,1669.4500000000005,4526.190000000004
productcatalogservice,353.76,1.1908355947535052,0.0,1.0,1.0,3.0
recommendationservice,72.49333333333334,63617.45337502299,67681.19248120303,98232.68105413106,180190.428,290341.93222222227
redis
shippingservice,26.66,478.3963490872718,137.59027777777777,476.84499999999997,1168.9489795918366,5016.124999999985
get,0.9866666666666667,1810.0067567567567,1312.0,2299.5,3961.4000000000005,7508.180000000008
set,0.7933333333333333,2223.81512605042,951.5,2123.0,3345.0000000000005,18897.320000000327
total,100.09,609.88ms,599.04ms,799.74ms,1.01s,1.80s
