service,rps,avg,0.50,0.75,0.90,0.99
adservice,30.77,26.466580002166612,3.0,12.0,19.0,62.345000000000255
cartservice,1.81,2604.5801104972375,1257.0,2510.5,4486.599999999999,16041.28000000042
checkoutservice,7.94,468379.79638958856,383580.1111111112,616766.5555555555,1012548.6500000001,1509214.3599999994
currencyservice,92.72,464.0804572907679,194.037987012987,375.92131190044074,780.8784897025174,3074.815515151516
emailservice,7.03,441.7339971550498,209.88888888888889,411.0,932.8000000000004,3370.6399999999994
frontend,102.54666666666667,419446.75708620466,409480.7537758347,610655.889118199,804384.8658646615,1296548.5662500001
paymentservice,7.013333333333334,802.0308935361217,501.1111111111111,854.75,1656.2000000000003,4264.960000000003
productcatalogservice,355.78333333333336,1.151524804422167,0.0,1.0,1.0,3.0
recommendationservice,73.3,58549.92469304229,17884.755347593582,95817.5078125,133639.42307692306,284356.9666666665
redis
shippingservice,26.78,544.205501618123,141.45833333333331,506.91999999999996,1297.7000000000003,5821.784999999997
get,1.0066666666666666,2312.251655629139,1353.0,2529.0,4432.300000000001,10543.240000000033
set,0.8033333333333333,2970.9004149377593,1012.0,2509.5,4539.0,83078.71
total,100.00,592.39ms,567.81ms,767.49ms,958.97ms,1.70s
