service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.316666666666666,9.616498137307078,3.0,12.0,19.0,55.024999999999636
cartservice,1.77,2215.762711864407,1172.0,2365.0,4115.200000000004,12620.359999999962
checkoutservice,7.95,488661.0469601677,394093.3333333333,700122.8888888889,999835.375,1809138.9500000004
currencyservice,90.13,460.3186508376789,195.36623147642837,378.04969387755096,782.7225578231296,2872.3570000000027
emailservice,7.013333333333334,516.638783269962,215.55555555555554,453.25,1097.6000000000008,4100.800000000003
frontend,102.68,455944.4536423841,423255.3736979167,700930.6040803789,902913.7750000001,1511547.1377777774
paymentservice,7.1433333333333335,855.3817078861409,520.1111111111112,934.25,1674.725,4693.490000000018
productcatalogservice,350.72,1.1447308394160585,0.0,1.0,1.0,3.0
recommendationservice,71.42666666666666,64124.67239126377,71424.40970986462,98210.07193816884,180314.9130177515,288778.6233333334
redis
shippingservice,26.56,503.38930722891564,144.33333333333334,477.5,1230.4367346938775,5304.439999999995
get,0.98,2598.6428571428573,1362.0,2777.0,4816.400000000003,13954.000000000004
set,0.79,1740.7974683544303,918.0,1893.0,3402.6000000000004,7739.829999999991
total,99.80,648.80ms,613.89ms,830.97ms,1.16s,1.95s
