service,rps,avg,0.50,0.75,0.90,0.99
adservice,30.62,24.86229044197692,2.0,11.0,17.0,59.06999999999971
cartservice,1.7866666666666666,2526.542910447761,1221.5,2283.5,3986.400000000003,12609.719999999992
checkoutservice,7.963333333333333,470318.6186688991,387517.1111111112,678460.0,1086220.325,1598915.7600000002
currencyservice,92.55666666666667,457.66647459214175,193.91710526315788,376.99681855500825,783.3403846153846,2910.403265306116
emailservice,7.05,495.2808510638298,214.33333333333334,450.6875,1204.0,3460.549999999997
frontend,102.76666666666667,433046.6414206941,412157.5403645833,615565.1116576238,809643.7342449465,1424763.7000000002
paymentservice,7.1866666666666665,858.3265306122449,533.2777777777777,916.75,1678.5000000000005,5001.420000000002
productcatalogservice,355.75,1.164909814944952,0.0,1.0,1.0,3.0
recommendationservice,73.28333333333333,61315.59645212645,21884.95844875346,97242.04844674558,176070.38454243718,289114.7500000001
redis
shippingservice,26.796666666666667,491.66836671227765,133.4097222222222,472.68500000000006,1195.6163265306127,5360.882499999994
get,0.99,3154.5387205387206,1438.0,2605.5,4288.400000000001,48797.69999999816
set,0.7966666666666666,1746.1464435146443,1003.0,1832.25,3329.7999999999997,7265.349999999931
total,99.94,629.67ms,583.68ms,783.87ms,996.86ms,1.98s
