service,rps,avg,0.50,0.75,0.90,0.99
adservice,32.36333333333334,8.067360181275106,2.0,11.0,17.0,60.163999999999945
cartservice,1.75,5140.27619047619,1312.0,2508.5,4221.0,9944.5
checkoutservice,7.933333333333334,543814.0701680672,405998.6666666667,711385.5,1106200.0,2809728.799999998
currencyservice,92.32666666666667,442.56679182612464,189.80701754385964,361.1416256157635,749.489026915114,2976.1200000000026
emailservice,6.706666666666667,470.236083499006,215.05555555555554,432.5,1000.6999999999996,3925.599999999974
frontend,102.66333333333333,433841.2720542875,412152.4348958333,620589.6561570495,818741.3733990149,1511405.286938774
paymentservice,7.033333333333333,835.6654028436019,515.2222222222223,888.125,1667.5,5251.0000000000055
productcatalogservice,355.71666666666664,1.1149229255493605,0.0,1.0,1.0,3.0
recommendationservice,69.50666666666666,64490.37598311913,72317.97855072464,98827.27875539914,181534.7536764706,287402.2322222222
redis
shippingservice,26.836666666666666,584.1290522916408,136.77777777777777,472.05,1303.375510204082,7652.317499999983
get,0.99,7912.434343434344,1645.0,2792.5,4897.6,11944.359999999917
set,0.76,1529.1754385964912,847.5,1803.0,3791.3,8080.439999999998
total,100.04,592.37ms,537.09ms,785.41ms,984.58ms,1.81s
