service,rps,avg,0.50,0.75,0.90,0.99
adservice,29.506666666666668,20.893357433348395,3.0,12.0,18.0,69.11999999999989
cartservice,1.7633333333333334,4695.32325141777,932.0,2141.5,4390.4,8892.84
checkoutservice,7.956666666666667,956793.9044826141,385970.8888888888,687771.8333333334,1088878.1750000003,20000437.48
currencyservice,97.72,473.47936280529404,203.80175210902013,386.9919413919414,804.984629035561,2868.035164835166
emailservice,6.843333333333334,463.12518265952264,206.0,413.625,1064.4,3584.9300000000017
frontend,102.88333333333334,481804.25783249637,412526.7859195402,693097.8888017744,892378.3830612247,2016618.541975306
paymentservice,7.06,885.4334277620396,525.6666666666666,919.625,1752.6000000000004,4833.360000000016
productcatalogservice,355.50666666666666,0.9728650189401042,0.0,1.0,1.0,3.0
recommendationservice,73.27333333333333,61279.64520971704,24996.1047730372,97693.19289603322,175903.10999999996,284618.24750000006
redis
shippingservice,26.513333333333332,601.1669600201157,151.19444444444449,478.09,1264.0428571428579,6605.39
get,0.97,4991.996563573884,1215.0,2495.5,4912.4,23233.719999999394
set,0.7933333333333333,4332.584033613445,697.0,1719.0,3774.9000000000005,8551.920000000002
total,100.01,1.42s,604.67ms,895.49ms,2.64s,14.22s
