service,rps,avg,0.50,0.75,0.90,0.99
adservice,31.55666666666667,17.03411851695363,3.0,12.0,19.0,64.58249999999998
cartservice,1.8066666666666666,1634.8173431734317,984.5,1943.0,3361.1000000000004,9039.880000000046
checkoutservice,7.973333333333334,468385.125,379282.6111111112,610145.4444444444,998284.0000000002,1861784.9399999983
currencyservice,91.29666666666667,488.813027127679,190.74879227053142,364.8734618539787,732.3351851851857,2892.1062500000025
emailservice,7.073333333333333,447.9684260131951,202.0,397.25,960.0333333333332,3623.7600000000184
frontend,102.81666666666666,439668.3144107635,413186.811499735,644149.3777499304,882372.9895833334,1646608.499999998
paymentservice,7.163333333333333,853.2959516053978,516.2222222222223,866.4375,1672.9000000000005,4322.639999999985
productcatalogservice,356.59,1.9984576123839703,0.0,1.0,1.0,3.0
recommendationservice,73.18333333333334,59898.982965156,20966.37075098814,96825.89894996112,170751.8823529412,280049.6854545456
redis
shippingservice,26.933333333333334,518.3983910891089,135.36111111111111,470.28000000000003,1242.642857142857,5361.9999999999945
get,0.9866666666666667,1628.5641891891892,1105.0,2019.0,3211.600000000001,7853.760000000006
set,0.82,1642.341463414634,763.5,1795.0,3928.2000000000025,11568.71999999995
total,100.05,625.84ms,538.11ms,795.65ms,1.19s,2.20s
