service,rps,avg,0.50,0.75,0.90,0.99
adservice,32.07333333333333,9.845250467678238,2.0,12.0,18.0,59.93066666666698
cartservice,1.8333333333333333,1936.22,1058.0,2204.0,4033.0,11690.0
checkoutservice,7.97,465531.2747804266,384277.3333333333,682605.0277777779,1000798.6,1512686.4800000014
currencyservice,87.69,399.82365910214014,185.99403343305778,350.68071847507326,718.291115311909,2706.5104081632667
emailservice,7.053333333333334,460.1266540642722,219.16666666666666,443.5,1044.7333333333336,3540.5400000000045
frontend,102.73333333333333,412838.5461388709,406310.75286970777,613209.1295965293,808338.0933367905,1300747.9803418803
paymentservice,7.206666666666667,801.3320999074931,519.8888888888889,855.5,1605.1499999999996,4316.76
productcatalogservice,350.2866666666667,1.083664807871648,0.0,1.0,1.0,3.0
recommendationservice,71.85333333333334,60271.855121543886,18895.93719211823,96700.59690844231,175476.1418719212,287121.2177777777
redis
shippingservice,26.49,521.7597835661256,128.72569444444443,478.9599999999999,1302.9428571428575,5621.307499999988
get,1.0033333333333334,2119.9302325581393,1256.0,2436.5,4405.8,10098.55000000001
set,0.83,1714.144578313253,761.0,1752.5,3547.8,12660.029999999937
total,99.98,595.24ms,562.69ms,764.93ms,957.95ms,1.76s
