service,rps,avg,0.50,0.90,0.95,0.99
adservice,87.82,15.100622485386776,4.0,19.0,27.0,68.5436923076925
cartservice,3.763333333333333,1616.7714791851197,637.0,2863.000000000001,4240.299999999999,13796.990000000016
checkoutservice,14.933333333333334,97578.88035714286,66135.51020408163,205882.5,278400.6666666667,469626.8999999998
currencyservice,266.44666666666666,312.1336477594015,182.73067915690868,569.5540935672517,941.5212692967415,2252.654117647062
emailservice,14.93,312.3139093547667,193.0,538.3749999999999,820.1944444444449,2265.0700000000006
frontend,202.71,149366.2718991005,127396.62729779411,300574.8990064102,364431.816338141,579946.0434285728
paymentservice,14.253333333333334,824.3963985032741,468.8611111111111,966.7750000000001,1566.4999999999995,4310.759999999973
productcatalogservice,705.03,2.4424256178224093,0.0,1.0,2.0,3.0
recommendationservice,147.22333333333333,19276.627278284694,4527.48829283126,59045.808641114985,72800.95925702208,113664.54919063559
redis
shippingservice,52.4,225.86723918575063,84.0,508.5357142857143,808.3,1940.9785714285658
get,2.026666666666667,2138.5559210526317,880.5,3640.600000000001,5577.299999999999,16529.539999999986
set,1.7366666666666666,1007.8560460652591,538.0,2089.8000000000006,3063.899999999999,9129.019999999995
adservice_pod0,43.93333333333333,4.0,19.0,27.0,71.41250000000014
adservice_pod1,43.88666666666666,4.0,20.0,27.0,65.13142857142859
cartservice_pod0,1.87,943.0,3971.600000000003,6592.499999999995,16699.809999999998
cartservice_pod1,1.8933333333333333,478.5,2000.6999999999998,2709.6000000000004,6005.580000000025
checkoutservice_pod0,7.463333333333333,57679.22222222222,196556.37500000003,244879.24999999985,400506.91000000003
checkoutservice_pod1,7.47,75371.0,212138.225,296408.19999999995,507107.2300000036
currencyservice_pod0,133.42333333333335,175.0,480.29867674858235,724.3931406455865,1563.6374603174652
currencyservice_pod1,133.02333333333334,192.0,695.5148986606617,1169.441207482994,2909.787142857144
emailservice_pod0,7.47,194.0,569.4000000000001,925.2999999999975,2567.8700000000063
emailservice_pod1,7.46,192.88888888888889,498.6,721.0,2100.8399999999992
frontend_pod0,100.86666666666666,116573.23599071737,281639.78809523804,315724.6,529780.2204081643
frontend_pod1,101.84333333333333,172120.95562295473,306338.88186864014,382643.5225308641,592469.787321429
paymentservice_pod0,7.293333333333333,477.6666666666667,1080.8000000000002,1784.1,5331.71999999995
paymentservice_pod1,6.96,462.4444444444444,870.7,1243.1,3433.0199999999977
productcatalogservice_pod0,279.3566666666667,1.0,1.0,2.0,3.0
productcatalogservice_pod1,425.67333333333335,0.0,1.0,1.0,3.1598938992041252
recommendationservice_pod0,73.60333333333334,4582.338235294118,59224.71777310925,74353.06589743591,113276.60679999969
recommendationservice_pod1,73.62,4456.17309090909,58857.61338235295,71391.36800000002,113718.40874999987
shippingservice_pod0,26.166666666666668,82.0,605.7142857142856,998.2,2468.875
shippingservice_pod1,26.233333333333334,86.0,448.43877551020404,655.32,1367.8250000000046
get_pod0,1.01,1276.0,4212.799999999999,8562.399999999967,46167.02999999872
get_pod1,1.0166666666666666,539.0,2525.0,3405.75,7362.999999999976
set_pod0,0.86,641.0,3008.100000000001,4550.2,11275.399999999978
set_pod1,0.8766666666666667,436.0,1194.6000000000001,1884.449999999999,2929.040000000001
total,200.00,225.24ms,196.48ms,378.62ms,951.29ms
